Geographic Area Name, Total
"Blue Island city, Illinois",2662
"Blue Mound village, Illinois",461
"Bluffs village, Illinois",X
"Bluford village, Illinois",251
"Bolingbrook village, Illinois",20834
"Bondville village, Illinois",204
"Bonfield village, Illinois",191
"Bonnie village, Illinois",147
"Bonnie Brae CDP, Illinois",741
"Boulder Hill CDP, Illinois",3283
"Bourbonnais village, Illinois",8569
"Bowen village, Illinois",X
"Braceville village, Illinois",362
"Bradford village, Illinois",X
"Bradley village, Illinois",7420
"Braidwood city, Illinois",3609
"Breese city, Illinois",3264
"Bridgeport city, Illinois",X
"Bridgeview village, Illinois",5961
"Brighton village, Illinois",1171
"Brimfield village, Illinois",427
"Broadlands village, Illinois",177
"Broadview village, Illinois",592
"Brocton village, Illinois",163
"Brookfield village, Illinois",10582
"Brookport city, Illinois",219
"Brownstown village, Illinois",216
"Brussels village, Illinois",110
"Bryant village, Illinois",98
"Buckingham village, Illinois",X
"Buckley village, Illinois",275
"Buckner village, Illinois",158
"Buda village, Illinois",262
"Buffalo village, Illinois",204
"Buffalo Grove village, Illinois",17445
"Bull Valley village, Illinois",771
"Bulpitt village, Illinois",X
"Buncombe village, Illinois",107
"Bunker Hill city, Illinois",865
"Burbank city, Illinois",10588
"Bureau Junction village, Illinois",X
"Burlington village, Illinois",331
"Burnham village, Illinois",260
"Burr Ridge village, Illinois",5842
"Burtons Bridge CDP, Illinois",175
"Bushnell city, Illinois",1429
"Byron city, Illinois",2300
"Cabery village, Illinois",117
"Cahokia village, Illinois",1137
"Cairo city, Illinois",134
"Caledonia village, Illinois",X
"Calumet City city, Illinois",2022
"Calumet Park village, Illinois",136
"Camargo village, Illinois",215
"Cambria village, Illinois",566
"Cambridge village, Illinois",1147
"Campbell Hill village, Illinois",151
"Campbell's Island CDP, Illinois",121
"Camp Point village, Illinois",596
"Campton Hills village, Illinois",7909
"Candlewick Lake CDP, Illinois",2531
"Canton city, Illinois",5544
"Capron village, Illinois",509
"Carbon Cliff village, Illinois",777
"Carbondale city, Illinois",6442
"Carbon Hill village, Illinois",261
"Carlinville city, Illinois",2947
"Carlock village, Illinois",283
"Carlyle city, Illinois",1660
"Carmi city, Illinois",2010
"Carol Stream village, Illinois",16721
"Carpentersville village, Illinois",8986
"Carrier Mills village, Illinois",519
"Carrollton city, Illinois",1093
"Carterville city, Illinois",3100
"Carthage city, Illinois",1382
"Cary village, Illinois",11312
"Casey city, Illinois",952
"Caseyville village, Illinois",1493
"Catlin village, Illinois",1010
"Cedar Point village, Illinois",X
"Cedarville village, Illinois",435
"Central City village, Illinois",459
"Centralia city, Illinois",4278
"Cerro Gordo village, Illinois",710
"Chadwick village, Illinois",X
"Champaign city, Illinois",29064
"Chandlerville village, Illinois",X
"Channahon village, Illinois",8198
"Channel Lake CDP, Illinois",945
"Chapin village, Illinois",259
"Charleston city, Illinois",7000
"Chatham village, Illinois",8166
"Chatsworth town, Illinois",521
"Chebanse village, Illinois",579
"Chemung CDP, Illinois",X
"Chenoa city, Illinois",901
"Cherry village, Illinois",226
"Cherry Valley village, Illinois",1689
"Chester city, Illinois",1806
"Chestnut CDP, Illinois",147
"Chicago city, Illinois",654501
"Chicago Heights city, Illinois",3482
"Chicago Ridge village, Illinois",5161
"Chillicothe city, Illinois",3346
"Chrisman city, Illinois",456
"Christopher city, Illinois",1153
"Cicero town, Illinois",4970
"Cisco village, Illinois",X
"Cisne village, Illinois",304
"Cissna Park village, Illinois",X
"Clarendon Hills village, Illinois",5359
"Clay City village, Illinois",394
"Clayton village, Illinois",X
"Cleveland village, Illinois",117
"Clifton village, Illinois",772
"Clinton city, Illinois",2845
"Coal City village, Illinois",3525
"Coalton village, Illinois",135
"Coal Valley village, Illinois",2411
"Cobden village, Illinois",295
"Coffeen city, Illinois",X
"Colchester city, Illinois",X
"Coleta village, Illinois",X
"Colfax village, Illinois",489
"Collinsville city, Illinois",11594
"Colona city, Illinois",2681
"Columbia city, Illinois",7336
"Como CDP, Illinois",X
"Compton village, Illinois",164
"Congerville village, Illinois",354
"Cordova village, Illinois",X
"Cornell village, Illinois",X
"Cortland town, Illinois",2182
"Coulterville village, Illinois",X
"Country Club Hills city, Illinois",641
"Countryside city, Illinois",3514
"Cowden village, Illinois",X
"Coyne Center CDP, Illinois",494
"Crab Orchard CDP, Illinois",X
"Crainville village, Illinois",767
"Creal Springs city, Illinois",X
"Crescent City village, Illinois",383
"Crest Hill city, Illinois",7238
"Creston village, Illinois",300
"Crestwood village, Illinois",5471
"Crete village, Illinois",3120
"Creve Coeur village, Illinois",2343
"Crossville village, Illinois",211
"Crystal Lake city, Illinois",24522
"Crystal Lawns CDP, Illinois",1024
"Cuba city, Illinois",593
"Cullom village, Illinois",306
"Curran village, Illinois",X
"Dahlgren village, Illinois",X
"Dakota village, Illinois",264
"Dallas City city, Illinois",244
"Dalton City village, Illinois",121
"Dalzell village, Illinois",X
"Damiansville village, Illinois",274
"Danforth village, Illinois",316
"Danvers village, Illinois",620
"Danville city, Illinois",7684
"Darien city, Illinois",12611
"Davis village, Illinois",384
"Davis Junction village, Illinois",1251
"Dawson village, Illinois",X
"Dayton CDP, Illinois",278
"Decatur city, Illinois",23712
"Deer Creek village, Illinois",416
"Deerfield village, Illinois",10143
"Deer Park village, Illinois",2293
"DeKalb city, Illinois",15444
"De Land village, Illinois",142
"Delavan city, Illinois",829
"De Pue village, Illinois",350
"De Soto village, Illinois",658
"Des Plaines city, Illinois",28136
"Diamond village, Illinois",1600
"Dieterich village, Illinois",599
"Divernon village, Illinois",643
"Dix village, Illinois",X
"Dixmoor village, Illinois",237
"Dixon city, Illinois",6860
"Dolton village, Illinois",401
"Dongola village, Illinois",244
"Donovan village, Illinois",95
"Dover village, Illinois",108
"Dowell village, Illinois",X
"Downers Grove village, Illinois",32307
"Downs village, Illinois",X
"Du Bois village, Illinois",103
"Dunfermline village, Illinois",154
"Dunlap village, Illinois",919
"Dupo village, Illinois",1895
"Du Quoin city, Illinois",2782
"Durand village, Illinois",X
"Dwight village, Illinois",2331
"Earlville city, Illinois",1042
"East Alton village, Illinois",2447
"East Cape Girardeau village, Illinois",115
"East Carondelet village, Illinois",137
"East Dubuque city, Illinois",837
"East Dundee village, Illinois",1767
"East Galesburg village, Illinois",378
"East Gillespie village, Illinois",121
"East Hazel Crest village, Illinois",186
"East Moline city, Illinois",6819
"Easton village, Illinois",X
"East Peoria city, Illinois",11956
"Edgewood village, Illinois",169
"Edgington CDP, Illinois",X
"Edinburg village, Illinois",627
"Edwardsville city, Illinois",13762
"Effingham city, Illinois",6828
"Elburn village, Illinois",4197
"Eldorado city, Illinois",1576
"Elgin city, Illinois",33041
"Elizabeth village, Illinois",X
"Elk Grove Village village, Illinois",18821
"Elkhart village, Illinois",243
"Elkville village, Illinois",370
"Elliott village, Illinois",140
"Ellis Grove village, Illinois",154
"Elmhurst city, Illinois",29286
"Elmwood city, Illinois",1153
"Elmwood Park village, Illinois",11644
"El Paso city, Illinois",1452
"Elsah village, Illinois",113
"Elwood village, Illinois",1218
"Emden village, Illinois",267
"Energy village, Illinois",533
"Enfield village, Illinois",230
"Equality village, Illinois",205
"Erie village, Illinois",903
"Essex village, Illinois",481
"Eureka city, Illinois",3145
"Evanston city, Illinois",31994
"Evansville village, Illinois",328
"Evergreen Park village, Illinois",9165
"Ewing village, Illinois",111
"Fairbury city, Illinois",1911
"Fairfield city, Illinois",2010
"Fairmont CDP, Illinois",499
"Fairmont City village, Illinois",X
"Fairmount village, Illinois",X
"Fairview village, Illinois",X
"Fairview Heights city, Illinois",6082
"Farina village, Illinois",265
"Farmer City city, Illinois",865
"Farmersville village, Illinois",341
"Farmington city, Illinois",1273
"Fayetteville village, Illinois",107
"Fillmore village, Illinois",128
"Findlay village, Illinois",X
"Fisher village, Illinois",1155
"Fithian village, Illinois",230
"Flanagan village, Illinois",490
"Flat Rock village, Illinois",X
"Flora city, Illinois",2258
"Flossmoor village, Illinois",2404
"Forest Lake CDP, Illinois",1170
"Forest Park village, Illinois",5493
"Forest View village, Illinois",220
"Forrest village, Illinois",543
"Forreston village, Illinois",730
"Forsyth village, Illinois",1902
"Fox Lake village, Illinois",6511
"Fox Lake Hills CDP, Illinois",1607
"Fox River Grove village, Illinois",3044
"Frankfort village, Illinois",12949
"Frankfort Square CDP, Illinois",5729
"Franklin village, Illinois",X
"Franklin Grove village, Illinois",482
"Franklin Park village, Illinois",6445
"Freeburg village, Illinois",2835
"Freeman Spur village, Illinois",96
"Freeport city, Illinois",10586
"Fulton city, Illinois",2184
"Gages Lake CDP, Illinois",5662
"Galatia village, Illinois",411
"Galena city, Illinois",2021
"Galesburg city, Illinois",11266
"Galva city, Illinois",1471
"Garden Prairie CDP, Illinois",X
"Gardner village, Illinois",623
"Garrett village, Illinois",99
"Geneseo city, Illinois",4223
"Geneva city, Illinois",14908
"Genoa city, Illinois",2879
"Georgetown CDP, Illinois",158
"Georgetown city, Illinois",1262
"Germantown village, Illinois",1037
"Germantown Hills village, Illinois",2263
"German Valley village, Illinois",316
"Gibson City city, Illinois",1727
"Gifford village, Illinois",X
"Gilberts village, Illinois",4185
"Gillespie city, Illinois",1508
"Gilman city, Illinois",806
"Girard city, Illinois",881
"Gladstone village, Illinois",94
"Glasford village, Illinois",401
"Glen Carbon village, Illinois",7690
"Glencoe village, Illinois",4855
"Glendale Heights village, Illinois",8312
"Glen Ellyn village, Illinois",18158
"Glenview village, Illinois",24891
"Glenwood village, Illinois",889
"Godfrey village, Illinois",9816
"Godley village, Illinois",273
"Golconda city, Illinois",293
"Golden village, Illinois",X
"Golf village, Illinois",341
"Goodfield village, Illinois",X
"Good Hope village, Illinois",X
"Goreville village, Illinois",X
"Grafton city, Illinois",X
"Grand Detour CDP, Illinois",254
"Grand Ridge village, Illinois",331
"Grand Tower city, Illinois",X
"Grandview village, Illinois",X
"Grandwood Park CDP, Illinois",2514
"Granite City city, Illinois",10258
"Grantfork village, Illinois",151
"Grant Park village, Illinois",802
"Granville village, Illinois",817
"Grayslake village, Illinois",11966
"Grayville city, Illinois",617
"Greenfield city, Illinois",X
"Green Oaks village, Illinois",2335
"Greenup village, Illinois",576
"Green Valley village, Illinois",255
"Greenview village, Illinois",388
"Greenville city, Illinois",2512
"Greenwood village, Illinois",221
"Gridley village, Illinois",854
"Griggsville city, Illinois",X
"Gurnee village, Illinois",13398
"Hainesville village, Illinois",1568
"Hamel village, Illinois",X
"Hamilton city, Illinois",1165
"Hammond village, Illinois",225
"Hampshire village, Illinois",4677
"Hampton village, Illinois",992
"Hanaford village, Illinois",X
"Hanna City village, Illinois",X
"Hanover village, Illinois",406
"Hanover Park village, Illinois",9402
"Hardin village, Illinois",419
"Harmon village, Illinois",98
"Harrisburg city, Illinois",3011
"Harrison CDP, Illinois",X
"Harristown village, Illinois",X
"Hartford village, Illinois",531
"Hartland CDP, Illinois",123
"Hartsburg village, Illinois",124
"Harvard city, Illinois",2746
"Harvey city, Illinois",392
"Harwood Heights village, Illinois",5003
"Havana city, Illinois",1662
"Hawthorn Woods village, Illinois",5382
"Hazel Crest village, Illinois",454
"Hebron village, Illinois",765
"Hecker village, Illinois",282
"Henderson village, Illinois",115
"Hennepin village, Illinois",X
"Henning village, Illinois",128
"Henry city, Illinois",1072
"Heritage Lake CDP, Illinois",853
"Herrick village, Illinois",96
"Herrin city, Illinois",5637
"Herscher village, Illinois",963
"Heyworth village, Illinois",1630
"Hickory Hills city, Illinois",7068
"Highland city, Illinois",6363
"Highland Park city, Illinois",14420
"Highwood city, Illinois",1528
"Hillcrest village, Illinois",494
"Hillsboro city, Illinois",2201
"Hillsdale village, Illinois",191
"Hillside village, Illinois",1163
"Hinckley village, Illinois",1232
"Hindsboro village, Illinois",124
"Hinsdale village, Illinois",10155
"Hodgkins village, Illinois",581
"Hoffman village, Illinois",X
"Hoffman Estates village, Illinois",20673
"Holiday Hills village, Illinois",X
"Holiday Shores CDP, Illinois",1711
"Homer village, Illinois",502
"Homer Glen village, Illinois",16742
"Hometown city, Illinois",2332
"Homewood village, Illinois",6549
"Hoopeston city, Illinois",1724
"Hooppole village, Illinois",125
"Hopedale village, Illinois",439
"Hopewell village, Illinois",209
"Hoyleton village, Illinois",185
"Hudson village, Illinois",1167
"Hull village, Illinois",X
"Humboldt village, Illinois",X
"Hume village, Illinois",141
"Huntley village, Illinois",17709
"Hurst city, Illinois",272
"Hutsonville village, Illinois",196
"Illiopolis village, Illinois",X
"Ina village, Illinois",214
"Indian Creek village, Illinois",X
"Indian Head Park village, Illinois",2603
"Industry village, Illinois",X
"Ingalls Park CDP, Illinois",922
"Inverness village, Illinois",4678
"Ipava village, Illinois",X
"Irving village, Illinois",X
"Irvington village, Illinois",251
"Island Lake village, Illinois",4698
"Itasca village, Illinois",5411
"Iuka village, Illinois",223
"Ivesdale village, Illinois",140
"Jacksonville city, Illinois",6759
"Jeffersonville village, Illinois",X
"Jerome village, Illinois",961
"Jerseyville city, Illinois",4005
"Johnsburg village, Illinois",4378
"Johnston City city, Illinois",1464
"Joliet city, Illinois",50496
"Jonesboro city, Illinois",621
"Joppa village, Illinois",100
"Joy village, Illinois",130
"Junction City village, Illinois",149
"Justice village, Illinois",4774
"Kampsville village, Illinois",118
"Kane village, Illinois",121
"Kaneville village, Illinois",315
"Kankakee city, Illinois",4529
"Kansas village, Illinois",277
"Kappa village, Illinois",X
"Karnak village, Illinois",X
"Keensburg village, Illinois",101
"Keithsburg city, Illinois",284
"Kenilworth village, Illinois",1768
"Kenney village, Illinois",X
"Kewanee city, Illinois",5160
"Keyesport village, Illinois",X
"Kildeer village, Illinois",2437
"Kincaid village, Illinois",623
"Kings CDP, Illinois",116
"Kingston village, Illinois",637
"Kinmundy city, Illinois",X
"Kirkland village, Illinois",985
"Kirkwood village, Illinois",276
"Knollwood CDP, Illinois",1014
"Knoxville city, Illinois",1479
"Lacon city, Illinois",X
"Ladd village, Illinois",783
"La Fayette village, Illinois",101
"La Grange village, Illinois",10932
"La Grange Park village, Illinois",8486
"La Harpe city, Illinois",523
"Lake Barrington village, Illinois",3267
"Lake Bluff village, Illinois",3885
"Lake Camelot CDP, Illinois",1061
"Lake Carroll CDP, Illinois",X
"Lake Catherine CDP, Illinois",793
"Lake Forest city, Illinois",12143
"Lake Holiday CDP, Illinois",3635
"Lake in the Hills village, Illinois",16353
"Lake Ka-Ho village, Illinois",125
"Lakemoor village, Illinois",3420
"Lake of the Woods CDP, Illinois",1235
"Lake Petersburg CDP, Illinois",469
"Lake Summerset CDP, Illinois",1423
"Lake Villa village, Illinois",4947
"Lakewood village, Illinois",2893
"Lakewood Shores CDP, Illinois",X
"Lake Zurich village, Illinois",12251
"La Moille village, Illinois",411
"Lanark city, Illinois",X
"Langleyville CDP, Illinois",X
"Lansing village, Illinois",6890
"LaPlace CDP, Illinois",X
"LaSalle city, Illinois",4350
"Latham village, Illinois",122
"Lawrence CDP, Illinois",98
"Lawrenceville city, Illinois",1371
"Leaf River village, Illinois",X
"Lebanon city, Illinois",1971
"Lee village, Illinois",165
"Lee Center CDP, Illinois",121
"Leland village, Illinois",541
"Leland Grove city, Illinois",1003
"Lemont village, Illinois",12324
"Lena village, Illinois",1782
"Lenzburg village, Illinois",232
"Lerna village, Illinois",X
"Le Roy city, Illinois",1998
"Lewistown city, Illinois",1065
"Lexington city, Illinois",X
"Liberty village, Illinois",X
"Libertyville village, Illinois",13288
"Lily Lake village, Illinois",X
"Limestone village, Illinois",877
"Lincoln city, Illinois",5882
"Lincolnshire village, Illinois",3928
"Lincolnwood village, Illinois",4167
"Lindenhurst village, Illinois",8478
"Lisbon village, Illinois",X
"Lisle village, Illinois",12267
"Litchfield city, Illinois",3172
"Little York village, Illinois",X
"Livingston village, Illinois",417
"Loami village, Illinois",406
"Lockport city, Illinois",16995
"Lockport Heights CDP, Illinois",463
"Loda village, Illinois",159
"Lomax village, Illinois",104
"Lombard village, Illinois",23862
"London Mills village, Illinois",129
"Long Creek village, Illinois",680
"Long Grove village, Illinois",4022
"Long Lake CDP, Illinois",1600
"Loraine village, Illinois",X
"Lostant village, Illinois",242
"Lost Nation CDP, Illinois",507
"Louisville village, Illinois",X
"Loves Park city, Illinois",12552
"Lovington village, Illinois",513
"Ludlow village, Illinois",X
"Lyndon village, Illinois",308
"Lynwood village, Illinois",878
"Lyons village, Illinois",3461
"McClure village, Illinois",145
"McCook village, Illinois",X
"McCullom Lake village, Illinois",542
"McHenry city, Illinois",15939
"Machesney Park village, Illinois",12495
"Mackinaw village, Illinois",1040
"McLean village, Illinois",367
"McLeansboro city, Illinois",1017
"McNabb village, Illinois",179
"Macomb city, Illinois",6200
"Macon city, Illinois",483
"Madison city, Illinois",X
"Maeystown village, Illinois",X
"Mahomet village, Illinois",5816
"Makanda village, Illinois",278
"Malden village, Illinois",124
"Malta village, Illinois",547
"Manchester village, Illinois",114
"Manhattan village, Illinois",6289
"Manito village, Illinois",631
"Manlius village, Illinois",X
"Mansfield village, Illinois",505
"Manteno village, Illinois",5645
"Maple Park village, Illinois",945
"Mapleton village, Illinois",123
"Maquon village, Illinois",X
"Marengo city, Illinois",4041
"Marine village, Illinois",624
"Marion city, Illinois",7371
"Marissa village, Illinois",856
"Mark village, Illinois",256
"Markham city, Illinois",540
"Marley CDP, Illinois",109
"Maroa city, Illinois",866
"Marquette Heights city, Illinois",1308
"Marseilles city, Illinois",2749
"Marshall city, Illinois",1990
"Martinsville city, Illinois",X
"Martinton village, Illinois",120
"Maryville village, Illinois",4790
"Mascoutah city, Illinois",4733
"Mason town, Illinois",X
"Mason City city, Illinois",846
"Matherville village, Illinois",307
"Matteson village, Illinois",1286
"Mattoon city, Illinois",7686
"Maywood village, Illinois",561
"Mazon village, Illinois",558
"Mechanicsburg village, Illinois",308
"Medora village, Illinois",X
"Melrose Park village, Illinois",3616
"Melvin village, Illinois",148
"Mendon village, Illinois",417
"Mendota city, Illinois",3133
"Meredosia village, Illinois",362
"Merrionette Park village, Illinois",895
"Metamora village, Illinois",2357
"Metropolis city, Illinois",1975
"Mettawa village, Illinois",281
"Middletown village, Illinois",138
